Sr No,Filter path,University,Course,Matched term
444,Engineering Sciences,University of Aalen - Engineering and Business,Advanced Systems Design (Systems Engineering),Systems Engineering
445,Engineering Sciences,University of Applied Sciences Offenburg,Renewable Energy and Data Engineering,Data Engineering
446,Engineering Sciences,University of Bonn,Mobile Robotics,Robotics
447,Engineering Sciences,University of Europe for Applied Sciences,Robotics Engineering,Robotics
448,Engineering Sciences,University of Magdeburg,Medical Systems Engineering,Systems Engineering
449,Engineering Sciences,University of Magdeburg,Systems Engineering for Manufacturing,Systems Engineering
450,Engineering Sciences -> Electrical Engineering -> Automation Technology,Chemnitz University of Technology,"Automation, Robotics and Control",Robotics
451,Engineering Sciences -> Electrical Engineering -> Automation Technology,Constructor University,Robotics and Intelligent Systems,Robotics
452,Engineering Sciences -> Electrical Engineering -> Automation Technology,Hochschule Schmalkalden,Mechatronics and Robotics,Robotics
453,Engineering Sciences -> Electrical Engineering -> Automation Technology,Hochschule für angewandte Wissenschaften Coburg,Automation and Robotics,Robotics
454,Engineering Sciences -> Electrical Engineering -> Automation Technology,Karlsruhe Institute of Technology (KIT),Management of Product Development,Technology Management
455,Engineering Sciences -> Electrical Engineering -> Automation Technology,Karlsruhe Institute of Technology (KIT),Mobility Systems Engineering and Management (MSEM),Systems Engineering
456,Engineering Sciences -> Electrical Engineering -> Automation Technology,Karlsruhe Institute of Technology (KIT),Production and Operations Management,Operations Management
457,Engineering Sciences -> Electrical Engineering -> Automation Technology,Karlsruhe University of Applied Sciences,Electrical Engineering & Information Technology,Information Technology
458,Engineering Sciences -> Electrical Engineering -> Automation Technology,Mannheim Technical University of Applied Sciences,Automation and Industrial Internet of Things,Internet of Things
459,Engineering Sciences -> Electrical Engineering -> Automation Technology,SRH University of Applied Sciences Heidelberg,"Engineering and Sustainable Technology Management - Industry 4.0: Automation, Robotics & 3D Manufacturing",Technology Management
460,Engineering Sciences -> Electrical Engineering -> Automation Technology,TU Dortmund University,Automation and Robotics,Robotics
461,Engineering Sciences -> Electrical Engineering -> Automation Technology,TU Dortmund University,Process Systems Engineering,Systems Engineering
462,Engineering Sciences -> Electrical Engineering -> Automation Technology,Technical University of Applied Sciences Würzburg-Schweinfurt,Electrical Engineering & Information Technology,Information Technology
463,Engineering Sciences -> Electrical Engineering -> Automation Technology,Technische Hochschule Ingolstadt,AI Engineering of Autonomous Systems,AI
464,Engineering Sciences -> Electrical Engineering -> Automation Technology,University of Ulm,Artificial Intelligence for Connected Industries (AI4CI),Artificial Intelligence
465,Engineering Sciences -> Electrical Engineering -> Electrical Engineering,Chemnitz University of Technology,Embedded Systems,Embedded Systems
466,Engineering Sciences -> Electrical Engineering -> Electrical Engineering,Constructor University,Electrical and Computer Engineering,Computer Engineering
467,Engineering Sciences -> Electrical Engineering -> Electrical Engineering,Hochschule der Bayerischen Wirtschaft für angewandte Wissenschaften - HDBW,Cyber Security,Cyber Security
468,Engineering Sciences -> Electrical Engineering -> Electrical Engineering,Karlsruhe Institute of Technology (KIT),Electrical Engineering & Information Technology,Information Technology
469,Engineering Sciences -> Electrical Engineering -> Electrical Engineering,Munich University of Technology,Electronics and Data Engineering,Data Engineering
470,Engineering Sciences -> Electrical Engineering -> Electrical Engineering,Paderborn University,Electrical Systems Engineering,Systems Engineering
471,Engineering Sciences -> Electrical Engineering -> Electrical Engineering,Ravensburg-Weingarten University of Applied Sciences,Electrical Engineering and Embedded Systems,Embedded Systems
472,Engineering Sciences -> Electrical Engineering -> Electrical Engineering,Technical University Braunschweig,Quantum Technologies in Electrical and Computer Engineering,Computer Engineering
473,Engineering Sciences -> Electrical Engineering -> Electrical Engineering,Technical University of Applied Sciences Würzburg-Schweinfurt,Robotics,Robotics
474,Engineering Sciences -> Electrical Engineering -> Electrical Engineering,Technical University of Hamburg,Data Science,Data Science
475,Engineering Sciences -> Electrical Engineering -> Electrical Engineering,Technical University of Hamburg,electrical and information technology,information technology
476,Engineering Sciences -> Electrical Engineering -> Electrical Engineering,Technische Hochschule Deggendorf,Electronics Engineering for Artificial Intelligence – International,Artificial Intelligence
477,Engineering Sciences -> Electrical Engineering -> Electrical Engineering,Technische Universität Ilmenau,Research in Computer and Systems Engineering,Systems Engineering
478,Engineering Sciences -> Electrical Engineering -> Electrical Engineering,Ulm University of Applied Sciences,Electrical Engineering & Information Technology,Information Technology
479,Engineering Sciences -> Electrical Engineering -> Electrical Engineering,University of Applied Sciences Darmstadt,Electrical Engineering and Information Technology (4 semesters),Information Technology
480,Engineering Sciences -> Electrical Engineering -> Electrical Engineering,University of Bremen,Communications and Information Technology,Information Technology
481,Engineering Sciences -> Electrical Engineering -> Electrical Engineering,University of Freiburg,Embedded Systems Engineering,Embedded Systems
482,Engineering Sciences -> Electrical Engineering -> Electrical Engineering,University of Freiburg,Sustainable Systems Engineering,Systems Engineering
483,Engineering Sciences -> Electrical Engineering -> Electrical Engineering,University of Magdeburg,AI and Engineering for Medical Applications,AI
484,Engineering Sciences -> Electrical Engineering -> Electrical Engineering,University of Magdeburg,Electrical Engineering and Information Technology,Information Technology
485,Engineering Sciences -> Electrical Engineering -> Electrical Engineering,West Saxon University of Applied Sciences of Zwickau,Embedded and Autonomous Systems,Autonomous Systems
486,Engineering Sciences -> Electrical Engineering -> Electronics,Bremerhaven University of Applied Sciences,Embedded Systems Design,Embedded Systems
487,Engineering Sciences -> Electrical Engineering -> Electronics,Heilbronn University,Electrical Systems Engineering (international profile),Systems Engineering
488,Engineering Sciences -> Electrical Engineering -> Electronics,Rhineland-Palatinate Technical University of Kaiserslautern-Landau,Embedded Computing Systems (ESY),Computing
489,Engineering Sciences -> Electrical Engineering -> Electronics,South Westphalia University of Applied Sciences,Advanced Engineering and Engineering Management,Engineering Management
490,Engineering Sciences -> Electrical Engineering -> Electronics,Technische Hochschule Deggendorf,Electrical Engineering & Information Technology - International,Information Technology
491,Engineering Sciences -> Electrical Engineering -> Information Technology,Anhalt University of Applied Sciences,Electrical engineering and information technology,Information Technology
492,Engineering Sciences -> Electrical Engineering -> Information Technology,Ansbach University of Applied Sciences,Smart Energy Systems,Information Technology
493,Engineering Sciences -> Electrical Engineering -> Information Technology,Berlin University of Applied Sciences,Information and Communications Engineering,Information Technology
494,Engineering Sciences -> Electrical Engineering -> Information Technology,Chemnitz University of Technology,(planned for winter semester 2026/2027) Digital Engineering,Information Technology
495,Engineering Sciences -> Electrical Engineering -> Information Technology,Chemnitz University of Technology,Information and Communication Systems,Information Technology
496,Engineering Sciences -> Electrical Engineering -> Information Technology,Frankfurt University of Applied Sciences,Information Technology,Information Technology
497,Engineering Sciences -> Electrical Engineering -> Information Technology,"Furtwangen University - computer science, technology, economics, media, health",Biomedical Engineering,Information Technology
498,Engineering Sciences -> Electrical Engineering -> Information Technology,German International University,Information Engineering and Technology,Information Technology
499,Engineering Sciences -> Electrical Engineering -> Information Technology,HTWG Konstanz University of Applied Sciences,Sustainable Engineering and Future Technologies,Information Technology
500,Engineering Sciences -> Electrical Engineering -> Information Technology,Hamburg University of Applied Sciences,Information Engineering,Information Technology
501,Engineering Sciences -> Electrical Engineering -> Information Technology,Hochschule für angewandte Wissenschaften Coburg,Autonomous Driving,Information Technology
502,Engineering Sciences -> Electrical Engineering -> Information Technology,Karlsruhe Institute of Technology (KIT),Biomedical Engineering,Information Technology
503,Engineering Sciences -> Electrical Engineering -> Information Technology,Karlsruhe Institute of Technology (KIT),Information Systems Engineering and Management,Information Technology
504,Engineering Sciences -> Electrical Engineering -> Information Technology,Kiel University,Electric Vehicle Propulsion and Control (E-PiCo),Information Technology
505,Engineering Sciences -> Electrical Engineering -> Information Technology,Kiel University,Electrical and Information Engineering,Information Technology
506,Engineering Sciences -> Electrical Engineering -> Information Technology,Kiel University of Applied Sciences,Computer Science,Information Technology
507,Engineering Sciences -> Electrical Engineering -> Information Technology,Kiel University of Applied Sciences,Data Science,Information Technology
508,Engineering Sciences -> Electrical Engineering -> Information Technology,Mannheim Technical University of Applied Sciences,Engineering and Management,Information Technology
509,Engineering Sciences -> Electrical Engineering -> Information Technology,Munich University of Technology,Executive MBA in Business & IT,Information Technology
510,Engineering Sciences -> Electrical Engineering -> Information Technology,Ostfalia University of Applied Sciences (Braunschweig/Wolfenbüttel campuses),Automotive Service Technology and Processes,Information Technology
511,Engineering Sciences -> Electrical Engineering -> Information Technology,RWTH Aachen University,Computer Engineering,Information Technology
512,Engineering Sciences -> Electrical Engineering -> Information Technology,RWTH Aachen University,Electrical and Electronic Engineering and Information Engineering,Information Technology
513,Engineering Sciences -> Electrical Engineering -> Information Technology,RWTH Aachen University,Software Systems Engineering,Information Technology
514,Engineering Sciences -> Electrical Engineering -> Information Technology,Rhine-Waal University of Applied Sciences,Engineering,Information Technology
515,Engineering Sciences -> Electrical Engineering -> Information Technology,Rhine-Waal University of Applied Sciences,Infotronic Systems Engineering,Information Technology
516,Engineering Sciences -> Electrical Engineering -> Information Technology,Rhine-Waal University of Applied Sciences,Mobility and Logistics,Information Technology
517,Engineering Sciences -> Electrical Engineering -> Information Technology,RhineMain University,AI and Advanced Information Technologies,Information Technology
518,Engineering Sciences -> Electrical Engineering -> Information Technology,SRH University of Applied Sciences Heidelberg,Information Technology,Information Technology
519,Engineering Sciences -> Electrical Engineering -> Information Technology,South Westphalia University of Applied Sciences,Business Administration with Informatics,Information Technology
520,Engineering Sciences -> Electrical Engineering -> Information Technology,Technical University of Applied Sciences of Central Hesse - THM,"Control, Computer and Communications Engineering",Information Technology
521,Engineering Sciences -> Electrical Engineering -> Information Technology,Technical University of Darmstadt,Information and Communication Engineering,Information Technology
